food_id,food_name,description,cuisine,meal_type,diet_type,health_goal,calories,protein_g,carbs_g,fat_g,fiber_g,sugar_g,sodium_mg,serving_size,budget,ingredients,allergens,health_score,recommendation_tags
1974,pancake syrup,pancake syrup is a nutritious dessert option that can support weight loss when included as part of a balanced diet.,Continental,Dessert,Vegan,Weight Loss,53.0,0.0,13.9,0.075,0.0,8.4,0.064,100 g,Medium,See recipe,None,97,"Low Fat, Low Carb, Heart Healthy"
1975,balsamic vinegar,balsamic vinegar is a lunch food suitable for weight loss.,Continental,Lunch,Vegan,Weight Loss,14.0,0.041,2.7,0.0,0.0,2.4,0.071,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
1976,ranch dressing reduced fat,ranch dressing reduced fat is a lunch food suitable for weight loss.,Continental,Lunch,Vegan,Weight Loss,29.0,0.2,3.2,1.9,0.2,0.6,0.2,100 g,Medium,See recipe,None,98,"Low Fat, Low Carb, Heart Healthy"
1977,barbecue sauce mcdonalds,barbecue sauce mcdonalds is a lunch food suitable for weight loss.,Continental,Lunch,Vegan,Weight Loss,46.0,0.4,10.3,0.3,0.4,9.6,0.3,100 g,Medium,See recipe,None,98,"Low Fat, Low Carb, Heart Healthy"
1978,vinegar oil dressing,vinegar oil dressing is a lunch food suitable for weight loss.,Continental,Lunch,Vegan,Weight Loss,72.0,0.0,0.4,8.0,0.0,0.4,0.076,100 g,Medium,See recipe,None,92,"Low Carb, Heart Healthy"
1979,poppyseed dressing,poppyseed dressing is a lunch food suitable for weight loss.,Continental,Lunch,Vegan,Weight Loss,66.0,0.2,4.0,5.5,0.03,3.9,0.1,100 g,Medium,See recipe,None,94,"Low Carb, Heart Healthy"
1980,honey mustard dressing,honey mustard dressing is a lunch food suitable for weight loss.,Continental,Lunch,Vegan,Weight Loss,70.0,0.1,3.5,6.1,0.057,2.4,0.019,100 g,Medium,See recipe,None,93,"Low Carb, Heart Healthy"
1981,french dressing fat free,french dressing fat free is a lunch food suitable for weight loss.,Continental,Lunch,Vegan,Weight Loss,21.0,0.01,5.1,0.024,0.4,2.6,0.1,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
1982,vinegar,vinegar is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,3.0,0.0,0.089,0.0,0.0,0.063,0.024,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
1983,spray dressing,spray dressing is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,13.0,0.07,1.3,0.9,0.075,1.1,0.012,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
1984,honey mustard dressing fat free,honey mustard dressing fat free is a lunch food suitable for weight loss.,Continental,Lunch,Vegan,Weight Loss,25.0,0.2,5.8,0.2,0.2,2.7,0.2,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
1985,mushroom gravy,mushroom gravy is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,119.0,3.0,13.0,6.4,1.0,0.0,1.4,100 g,Medium,See recipe,None,94,"Low Carb, Heart Healthy"
1986,white sauce,white sauce is a nutritious lunch option that can support weight gain when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Gain,368.0,9.6,22.9,26.6,0.5,11.0,0.9,100 g,Medium,See recipe,None,74,Balanced Meal
1987,marinara pasta sauce,marinara pasta sauce is a lunch food suitable for weight loss.,Italian,Lunch,Vegan,Weight Loss,129.0,3.7,19.9,3.9,4.8,14.5,1.1,100 g,Medium,See recipe,Gluten,99,"Low Fat, Heart Healthy"
1988,tomato sauce with mushrooms,tomato sauce with mushrooms is a lunch food suitable for weight loss.,Continental,Lunch,Vegan,Weight Loss,86.0,3.6,20.7,0.3,3.7,14.1,1.1,100 g,Medium,See recipe,None,99,"Low Fat, Heart Healthy"
1989,pork gravy powder,pork gravy powder is a lunch food suitable for weight loss.,Continental,Lunch,Non-Veg,Weight Loss,25.0,0.6,4.3,0.6,0.2,1.7,0.4,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
1990,beef gravy,beef gravy is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Non-Veg,Weight Loss,123.0,8.7,11.2,5.5,0.9,0.5,1.5,100 g,Medium,"Beef, Spices",None,99,"Low Carb, Heart Healthy"
1991,green goddess dressing,green goddess dressing is a lunch food suitable for weight loss.,Continental,Lunch,Vegan,Weight Loss,64.0,0.3,1.1,6.5,0.094,1.0,0.1,100 g,Medium,See recipe,None,93,"Low Carb, Heart Healthy"
1992,salsa con queso,salsa con queso is a nutritious lunch option that can support weight gain when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Gain,358.0,7.9,27.9,23.8,1.8,4.9,2.0,100 g,Medium,See recipe,None,77,Balanced Meal
1993,cocktail sauce,cocktail sauce is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,19.0,0.2,4.2,0.2,0.3,1.8,0.2,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
1994,worcestershire sauce,worcestershire sauce is a lunch food suitable for weight loss.,Continental,Lunch,Vegan,Weight Loss,13.0,0.0,3.3,0.0,0.0,1.7,0.2,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
1995,barbecue sauce,barbecue sauce is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,29.0,0.1,6.9,0.1,0.2,5.7,0.2,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
1996,tomato sauce with onions,tomato sauce with onions is a lunch food suitable for weight loss.,Continental,Lunch,Vegan,Weight Loss,103.0,3.8,24.4,0.5,4.4,0.0,1.3,100 g,Medium,See recipe,None,99,"Low Fat, Heart Healthy"
1997,brown gravy dry,brown gravy dry is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,22.0,0.6,3.6,0.6,0.1,0.0,0.3,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
1998,blue cheese dressing light,blue cheese dressing light is a lunch food suitable for weight loss.,Continental,Lunch,Veg,Weight Loss,14.0,0.3,2.1,0.4,0.0,0.6,0.2,100 g,Medium,"Milk, Salt, Cultures",Milk,99,"Low Fat, Low Carb, Heart Healthy"
1999,spanish tomato sauce,spanish tomato sauce is a lunch food suitable for weight loss.,Continental,Lunch,Vegan,Weight Loss,81.0,3.5,17.7,0.7,3.4,0.0,1.2,100 g,Medium,See recipe,None,99,"Low Fat, Heart Healthy"
2000,oyster sauce,oyster sauce is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,9.0,0.2,2.0,0.066,0.024,0.0,0.5,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
2001,cheese sauce,cheese sauce is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Veg,Weight Loss,30.0,1.5,0.8,2.2,0.071,0.033,0.002,100 g,Medium,"Milk, Salt, Cultures",Milk,98,"Low Fat, Low Carb, Heart Healthy"
2002,hoisin sauce,hoisin sauce is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,35.0,0.5,7.1,0.5,0.4,4.4,0.3,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
2003,pickle relish,pickle relish is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,20.0,0.097,5.3,0.061,0.2,4.4,0.1,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
2004,tomato sauce with herbs cheese,tomato sauce with herbs cheese is a lunch food suitable for weight loss.,Continental,Lunch,Veg,Weight Loss,144.0,5.2,25.0,4.7,5.4,0.0,1.3,100 g,Medium,"Milk, Salt, Cultures",Milk,99,"Low Fat, High Fiber, Heart Healthy"
2005,french dressing,french dressing is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,73.0,0.1,2.5,7.2,0.0,2.6,0.1,100 g,Medium,See recipe,None,92,"Low Carb, Heart Healthy"
2006,mayonnaise hellmanns,mayonnaise hellmanns is a lunch food suitable for weight loss.,Continental,Lunch,Vegan,Weight Loss,15.0,0.0,0.087,1.7,0.0,0.2,0.0,100 g,Medium,See recipe,None,98,"Low Fat, Low Carb, Heart Healthy"
2007,canadian maple syrup,canadian maple syrup is a lunch food suitable for weight loss.,Continental,Lunch,Vegan,Weight Loss,76.0,0.0,19.1,0.0,0.0,17.0,0.086,100 g,Medium,See recipe,None,96,"Low Fat, Heart Healthy"
2008,maple syrup,maple syrup is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,52.0,0.09,13.4,0.047,0.0,13.6,0.059,100 g,Medium,See recipe,None,97,"Low Fat, Low Carb, Heart Healthy"
2009,barbecue sauce bulls eye,barbecue sauce bulls eye is a lunch food suitable for weight loss.,Continental,Lunch,Vegan,Weight Loss,27.0,0.1,6.4,0.1,0.2,5.6,0.2,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
2010,ranch dressing,ranch dressing is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,65.0,0.2,0.9,6.7,0.0,0.7,0.1,100 g,Medium,See recipe,None,93,"Low Carb, Heart Healthy"
2011,tomato ketchup mp,tomato ketchup mp is a lunch food suitable for weight loss.,Continental,Lunch,Vegan,Weight Loss,15.0,0.0,0.2,0.0,0.0,0.0,0.0,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
2012,mayonnaise light,mayonnaise light is a lunch food suitable for weight loss.,Continental,Lunch,Vegan,Weight Loss,36.0,0.032,1.4,3.3,0.0,0.5,0.1,100 g,Medium,See recipe,None,96,"Low Fat, Low Carb, Heart Healthy"
2013,mayonnaise dressing,mayonnaise dressing is a lunch food suitable for maintain weight.,Continental,Lunch,Vegan,Maintain Weight,103.0,0.0,0.066,11.7,0.0,0.093,0.081,100 g,Medium,See recipe,None,88,Low Carb
2014,malt syrup,malt syrup is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,67.0,1.3,15.0,0.0,0.0,15.0,0.05,100 g,Medium,See recipe,None,98,"Low Fat, Low Carb, Heart Healthy"
2015,gravy dry,gravy dry is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,86.0,3.3,14.5,2.0,0.0,0.0,1.4,100 g,Medium,See recipe,None,97,"Low Fat, Low Carb, Heart Healthy"
2016,cranberry orange relish,cranberry orange relish is a lunch food suitable for weight gain.,Continental,Lunch,Vegan,Weight Gain,490.0,0.8,127.1,0.3,0.0,0.0,0.063,100 g,Medium,See recipe,None,76,Low Fat
2017,caesar dressing,caesar dressing is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,80.0,0.3,0.5,8.5,0.036,0.4,0.2,100 g,Medium,See recipe,None,91,"Low Carb, Heart Healthy"
2018,italian dressing,italian dressing is a lunch food suitable for weight loss.,Continental,Lunch,Vegan,Weight Loss,35.0,0.032,1.8,3.1,0.0,1.6,0.1,100 g,Medium,See recipe,None,96,"Low Fat, Low Carb, Heart Healthy"
2019,brown gravy instant,brown gravy instant is a lunch food suitable for weight loss.,Continental,Lunch,Vegan,Weight Loss,25.0,0.6,4.0,0.8,0.2,0.6,0.3,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
2020,roquefort cheese dressing,roquefort cheese dressing is a lunch food suitable for weight loss.,Continental,Lunch,Veg,Weight Loss,15.0,0.8,0.4,1.1,0.0,0.4,0.1,100 g,Medium,"Milk, Salt, Cultures",Milk,99,"Low Fat, Low Carb, Heart Healthy"
2021,blue cheese dressing,blue cheese dressing is a lunch food suitable for weight loss.,Continental,Lunch,Veg,Weight Loss,71.0,0.2,0.7,7.7,0.045,0.5,0.2,100 g,Medium,"Milk, Salt, Cultures",Milk,92,"Low Carb, Heart Healthy"
2022,duck sauce,duck sauce is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,80.0,0.1,19.7,0.063,0.2,9.9,0.1,100 g,Medium,See recipe,None,96,"Low Fat, Heart Healthy"
2023,au jus,au jus is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,38.0,2.8,5.9,0.5,0.0,0.0,1.1,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
2024,corn syrup dark,corn syrup dark is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,57.0,0.0,15.5,0.0,0.0,15.5,0.047,100 g,Medium,See recipe,None,97,"Low Fat, Heart Healthy"
2025,buttermilk dressing light,buttermilk dressing light is a lunch food suitable for weight loss.,Continental,Lunch,Veg,Weight Loss,30.0,0.2,3.2,1.9,0.2,0.6,0.2,100 g,Medium,Milk,Milk,98,"Low Fat, Low Carb, Heart Healthy"
2026,cider vinegar,cider vinegar is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,3.0,0.0,0.1,0.0,0.0,0.018,0.011,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
2027,tartar sauce,tartar sauce is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,32.0,0.2,2.0,2.5,0.078,0.6,0.1,100 g,Medium,See recipe,None,97,"Low Fat, Low Carb, Heart Healthy"
2028,pepper hot sauce,pepper hot sauce is a lunch food suitable for weight loss.,Continental,Lunch,Vegan,Weight Loss,1.0,0.024,0.031,0.018,0.071,0.065,0.1,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
2029,tomato chili sauce,tomato chili sauce is a lunch food suitable for weight loss.,Continental,Lunch,Vegan,Weight Loss,6.0,0.2,1.2,0.095,0.4,0.6,0.083,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
2030,turkey gravy dry,turkey gravy dry is a lunch food suitable for weight loss.,Continental,Lunch,Non-Veg,Weight Loss,26.0,0.7,4.6,0.5,0.0,0.0,0.3,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
2031,salsa sauce,salsa sauce is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,5.0,0.3,1.2,0.039,0.3,0.7,0.1,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
2032,steak sauce,steak sauce is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,16.0,0.2,3.7,0.004,0.3,1.7,0.3,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
2033,molasses,molasses is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,58.0,0.0,14.9,0.068,0.0,14.9,0.007,100 g,Medium,See recipe,None,97,"Low Fat, Low Carb, Heart Healthy"
2034,italian dressing fat free,italian dressing fat free is a lunch food suitable for weight loss.,Continental,Lunch,Vegan,Weight Loss,7.0,0.1,1.2,0.1,0.077,1.2,0.2,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
2035,plum sauce,plum sauce is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,35.0,0.2,8.1,0.2,0.1,0.0,0.1,100 g,Medium,See recipe,None,98,"Low Fat, Low Carb, Heart Healthy"
2036,chow mein stir fry master foods,chow mein stir fry master foods is a lunch food suitable for weight loss.,Continental,Lunch,Vegan,Weight Loss,26.0,0.0,0.0,0.2,0.0,0.0,0.0,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
2037,beef gravy instant,beef gravy instant is a lunch food suitable for weight loss.,Continental,Lunch,Non-Veg,Weight Loss,25.0,0.7,4.1,0.6,0.3,1.6,0.3,100 g,Medium,"Beef, Spices",None,99,"Low Fat, Low Carb, Heart Healthy"
2038,horseradish,horseradish is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,2.0,0.003,0.6,0.085,0.2,0.4,0.039,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
2039,grenadine,grenadine is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,54.0,0.0,13.4,0.0,0.0,9.3,0.038,100 g,Medium,See recipe,None,97,"Low Fat, Low Carb, Heart Healthy"
2040,tabasco sauce,tabasco sauce is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,1.0,0.045,0.006,0.002,0.013,0.067,0.075,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
2041,sweet sour sauce,sweet sour sauce is a lunch food suitable for weight loss.,Continental,Lunch,Vegan,Weight Loss,26.0,0.02,6.7,0.084,0.065,3.3,0.024,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
2042,salsa verde,salsa verde is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,6.0,0.2,1.0,0.1,0.3,0.5,0.034,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
2043,miso,miso is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,40.0,2.6,5.1,1.2,1.1,1.2,0.7,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
2044,sprouted soybean cooked,sprouted soybean cooked is a lunch food suitable for weight loss.,Continental,Lunch,Vegan,Weight Loss,76.0,8.0,6.1,4.2,0.8,0.4,0.2,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
2045,soy flour roasted,soy flour roasted is a lunch food suitable for weight gain.,Continental,Lunch,Vegan,Weight Gain,375.0,29.6,28.6,18.6,8.2,6.5,0.083,100 g,Medium,See recipe,Gluten,99,"High Protein, High Fiber, Heart Healthy"
2046,soy flour low fat,soy flour low fat is a lunch food suitable for muscle gain.,Continental,Lunch,Vegan,Muscle Gain,330.0,40.0,30.7,7.8,14.1,9.3,0.085,100 g,Medium,See recipe,Gluten,99,"High Protein, High Fiber, Heart Healthy"
2047,green soybean cooked,green soybean cooked is a lunch food suitable for weight loss.,Continental,Lunch,Vegan,Weight Loss,127.0,11.1,9.9,5.8,3.8,0.0,0.2,100 g,Medium,See recipe,None,99,"Low Carb, Heart Healthy"
2048,azumaya tofu vitasoy,azumaya tofu vitasoy is a lunch food suitable for maintain weight.,Continental,Lunch,Vegan,Maintain Weight,316.0,32.8,9.1,16.6,2.4,1.6,0.03,100 g,Medium,See recipe,None,99,"High Protein, Low Carb, Heart Healthy"
2049,soy proteins isolate,soy proteins isolate is a lunch food suitable for muscle gain.,Continental,Lunch,Vegan,Muscle Gain,96.0,22.8,2.1,1.0,1.6,0.0,0.3,100 g,Medium,See recipe,None,99,"High Protein, Low Fat, Low Carb, Heart Healthy"
2050,tofu yogurt,tofu yogurt is a nutritious lunch option that can support maintain weight when included as part of a balanced diet.,Continental,Lunch,Veg,Maintain Weight,246.0,9.2,41.8,4.7,0.5,3.2,0.03,100 g,Medium,"Milk, Cultures",Milk,93,"Low Fat, Heart Healthy"
2051,bacon meatless,bacon meatless is a nutritious lunch option that can support weight gain when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Gain,446.0,15.4,9.1,42.5,3.7,0.0,2.1,100 g,Medium,See recipe,None,70,Low Carb
2052,meatless chicken fried,meatless chicken fried is a lunch food suitable for maintain weight.,Continental,Lunch,Non-Veg,Maintain Weight,304.0,27.7,11.1,16.6,5.6,0.0,0.5,100 g,Medium,"Chicken, Spices",None,99,"High Protein, Low Carb, High Fiber, Heart Healthy"
2053,soymilk,soymilk is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Veg,Weight Loss,109.0,7.1,8.4,4.8,1.0,6.1,0.1,100 g,Medium,Milk,Milk,99,"Low Fat, Low Carb, Heart Healthy"
2054,soy vermicelli,soy vermicelli is a nutritious lunch option that can support weight gain when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Gain,463.0,0.1,115.2,0.1,5.5,24.4,0.032,100 g,Medium,See recipe,None,85,"Low Fat, High Fiber"
2055,tofu fried,tofu fried is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,35.0,2.4,1.2,2.6,0.5,0.4,0.021,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
2056,tempeh,tempeh is a nutritious lunch option that can support maintain weight when included as part of a balanced diet.,Continental,Lunch,Vegan,Maintain Weight,320.0,30.8,15.6,17.9,0.0,0.0,0.068,100 g,Medium,See recipe,None,98,"High Protein, Heart Healthy"
2057,koyadofu,koyadofu is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,81.0,8.9,1.7,5.2,1.2,0.0,0.081,100 g,Medium,See recipe,None,99,"Low Carb, Heart Healthy"
2058,meatless meatloaf,meatless meatloaf is a lunch food suitable for weight loss.,Continental,Lunch,Vegan,Weight Loss,110.0,11.8,4.5,5.0,2.6,0.7,0.3,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
2059,soya vanille joghurt alpro,soya vanille joghurt alpro is a lunch food suitable for weight loss.,Continental,Lunch,Vegan,Weight Loss,21.0,0.3,1.0,0.6,0.0,0.09,0.0,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
2060,soybean curd cheese,soybean curd cheese is a lunch food suitable for maintain weight.,Continental,Lunch,Veg,Maintain Weight,340.0,28.1,15.5,18.2,0.0,3.6,0.094,100 g,Medium,"Milk, Salt, Cultures",Milk,95,"High Protein, Heart Healthy"
2061,soy sauce,soy sauce is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,8.0,1.3,0.8,0.054,0.1,0.097,0.9,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
2062,soybean dry roasted,soybean dry roasted is a lunch food suitable for weight gain.,Continental,Lunch,Vegan,Weight Gain,419.0,36.8,30.4,20.1,7.5,0.0,0.077,100 g,Medium,See recipe,None,99,"High Protein, High Fiber, Heart Healthy"
2063,soybean oil,soybean oil is a nutritious lunch option that can support maintain weight when included as part of a balanced diet.,Continental,Lunch,Vegan,Maintain Weight,120.0,0.0,0.0,13.6,0.0,0.0,0.0,100 g,Medium,See recipe,None,86,Low Carb
2064,meatless chicken,meatless chicken is a lunch food suitable for weight gain.,Continental,Lunch,Non-Veg,Weight Gain,376.0,39.7,6.1,21.4,6.0,0.0,1.2,100 g,Medium,"Chicken, Spices",None,99,"High Protein, Low Carb, High Fiber, Heart Healthy"
2065,soybean cooked,soybean cooked is a nutritious lunch option that can support maintain weight when included as part of a balanced diet.,Continental,Lunch,Vegan,Maintain Weight,296.0,28.6,17.1,15.4,10.3,5.2,0.075,100 g,Medium,See recipe,None,99,"High Protein, High Fiber, Heart Healthy"
2066,soymilk nonfat,soymilk nonfat is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Veg,Weight Loss,68.0,6.0,10.1,0.046,0.5,8.9,0.1,100 g,Medium,Milk,Milk,99,"Low Fat, Low Carb, Heart Healthy"
2067,soy flour,soy flour is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,23.0,1.8,1.8,1.1,0.5,0.4,0.023,100 g,Medium,See recipe,Gluten,99,"Low Fat, Low Carb, Heart Healthy"
2068,soybean lecithin oil,soybean lecithin oil is a lunch food suitable for maintain weight.,Continental,Lunch,Vegan,Maintain Weight,104.0,0.0,0.0,13.6,0.0,0.0,0.0,100 g,Medium,See recipe,None,87,Low Carb
2069,tofu raw,tofu raw is a nutritious lunch option that can support muscle gain when included as part of a balanced diet.,Continental,Lunch,Vegan,Muscle Gain,188.0,20.0,4.7,11.9,0.7,0.0,0.06,100 g,Medium,See recipe,None,99,"High Protein, Low Carb, Heart Healthy"
2070,soy chips,soy chips is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,109.0,7.5,15.0,2.1,1.0,0.5,0.2,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
2071,green soybean raw,green soybean raw is a lunch food suitable for weight gain.,Continental,Lunch,Vegan,Weight Gain,376.0,33.2,28.3,17.4,10.8,0.0,0.017,100 g,Medium,See recipe,None,99,"High Protein, High Fiber, Heart Healthy"
2072,soy proteins concentrate,soy proteins concentrate is a lunch food suitable for weight loss.,Continental,Lunch,Vegan,Weight Loss,93.0,18.0,7.2,0.1,1.6,0.0,0.3,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
2073,soybean margarine,soybean margarine is a lunch food suitable for weight loss.,Continental,Lunch,Vegan,Weight Loss,34.0,0.052,0.043,3.8,0.0,0.0,0.005,100 g,Medium,See recipe,None,96,"Low Fat, Low Carb, Heart Healthy"
2074,chocolate soymilk nonfat,chocolate soymilk nonfat is a lunch food suitable for weight loss.,Continental,Lunch,Veg,Weight Loss,107.0,6.0,20.7,0.046,0.5,8.9,0.1,100 g,Medium,Milk,Milk,99,"Low Fat, Heart Healthy"
2075,okara,okara is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,93.0,3.9,15.3,2.1,0.0,0.0,0.07,100 g,Medium,See recipe,None,97,"Low Fat, Heart Healthy"
2076,meatless meatballs,meatless meatballs is a lunch food suitable for muscle gain.,Continental,Lunch,Vegan,Muscle Gain,284.0,30.2,11.5,13.0,6.6,1.8,0.8,100 g,Medium,See recipe,None,99,"High Protein, Low Carb, High Fiber, Heart Healthy"
2077,vanilla soymilk,vanilla soymilk is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Veg,Weight Loss,131.0,7.9,15.3,4.3,1.5,9.7,0.1,100 g,Medium,Milk,Milk,99,"Low Fat, Heart Healthy"
2078,soy meal raw,soy meal raw is a nutritious lunch option that can support muscle gain when included as part of a balanced diet.,Continental,Lunch,Vegan,Muscle Gain,414.0,54.8,49.0,2.9,0.0,0.0,0.017,100 g,Medium,See recipe,None,99,"High Protein, Low Fat, Heart Healthy"
2079,soymilk low fat,soymilk low fat is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Veg,Weight Loss,104.0,4.0,17.5,1.5,1.9,8.5,0.04,100 g,Medium,Milk,Milk,99,"Low Fat, Heart Healthy"
2080,sprouted soybean raw,sprouted soybean raw is a lunch food suitable for weight loss.,Continental,Lunch,Vegan,Weight Loss,85.0,9.2,6.7,4.7,0.8,0.0,0.005,100 g,Medium,See recipe,None,99,"Low Fat, Low Carb, Heart Healthy"
2081,soybean raw,soybean raw is a nutritious lunch option that can support weight gain when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Gain,830.0,67.9,56.1,37.1,17.3,13.6,0.023,100 g,Medium,See recipe,None,99,"High Protein, High Fiber, Heart Healthy"
